Image,Source,Type,CX,CY,X_min,Y_min,W,H,Area
6.tif,Total,black,189,227,174,196,31,66,1346.5
135.tif,Total,white,260,544,225,518,76,56,3244.0
135.tif,Total,white,13,453,0,427,29,55,1294.5
135.tif,Total,white,32,304,19,281,26,48,762.5
135.tif,Total,white,283,412,267,393,37,38,963.5
135.tif,Total,black,105,339,46,264,113,160,6222.0
135.tif,Total,black,542,546,500,516,75,59,2489.5
135.tif,Total,black,70,461,38,435,76,55,2619.5
359.tif,Total,white,108,319,99,313,17,13,152.0
359.tif,Total,white,45,437,24,424,42,24,339.0
359.tif,Total,white,387,160,372,148,29,26,487.5
359.tif,Total,white,85,258,72,251,22,17,187.0
359.tif,Total,white,433,102,423,93,23,20,249.0
359.tif,Total,white,334,276,328,269,12,16,152.0
359.tif,Total,white,361,530,346,514,32,32,724.5
359.tif,Total,white,361,491,349,477,24,28,429.5
359.tif,Total,white,450,189,438,177,24,23,380.0
359.tif,Total,white,538,74,516,50,42,44,1318.0
359.tif,Total,white,371,343,353,322,41,45,1146.5
359.tif,Total,white,103,401,90,393,23,16,195.5
359.tif,Total,white,287,358,278,340,21,34,414.5
359.tif,Total,white,346,217,327,203,32,28,514.5
359.tif,Total,white,482,234,474,224,16,24,229.5
359.tif,Total,black,185,431,171,413,26,36,687.5
359.tif,Total,black,334,493,315,475,39,36,865.5
359.tif,Total,black,535,473,519,443,32,53,1051.5
359.tif,Total,black,567,527,556,504,19,56,778.0
359.tif,Total,black,570,424,563,407,12,40,297.5
359.tif,Total,black,568,232,559,207,16,56,623.5
359.tif,Total,black,436,272,423,252,29,42,963.5
359.tif,Total,black,386,369,370,340,30,64,1028.0
359.tif,Total,black,496,350,486,332,20,35,508.0
359.tif,Total,black,355,296,345,247,23,94,1203.0
359.tif,Total,black,203,344,174,322,55,51,1429.5
359.tif,Total,black,144,256,126,222,34,72,1466.0
359.tif,Total,black,18,246,0,212,43,66,2088.5
359.tif,Total,black,24,189,0,155,51,77,2723.0
359.tif,Total,black,283,10,257,0,43,27,767.0
359.tif,Total,black,498,8,482,0,34,19,537.0
359.tif,Total,black,495,79,475,59,40,38,1170.0
359.tif,Total,black,302,149,284,128,38,43,1124.5
359.tif,Total,black,217,228,206,214,23,29,541.5
359.tif,Total,black,3,456,0,444,9,30,182.0
359.tif,Total,black,34,543,20,526,27,35,600.0
359.tif,Total,black,284,458,259,427,55,57,1938.5
359.tif,Total,black,565,170,554,138,21,56,710.5
359.tif,Total,black,512,402,488,389,43,25,673.0
162.tif,Total,white,163,455,101,380,122,151,12624.5
162.tif,Total,black,18,475,0,452,42,47,1613.0
162.tif,Total,black,287,287,0,0,575,575,330049.0
162.tif,Total,black,450,495,426,470,49,50,1650.0
162.tif,Total,black,122,559,82,536,91,39,2463.0
162.tif,Total,black,53,404,39,381,30,48,1110.0
162.tif,Total,black,82,490,66,453,32,75,1755.5
162.tif,Total,black,381,97,362,65,41,66,1900.5
162.tif,Total,black,219,393,184,362,72,59,2418.0
163.tif,Total,black,46,69,21,39,49,58,1887.5
163.tif,Total,black,15,10,0,0,34,24,657.5
163.tif,Total,black,177,395,141,362,72,68,3420.5
163.tif,Total,black,304,339,273,299,66,85,3647.5
163.tif,Total,black,302,438,273,407,64,59,2582.5
163.tif,Total,black,562,524,545,473,30,101,2339.0
163.tif,Total,black,555,80,533,56,42,54,1870.0
163.tif,Total,black,565,149,547,110,28,74,1204.5
163.tif,Total,white,355,69,313,23,93,92,4523.0
163.tif,Total,white,356,149,335,132,41,33,990.5
163.tif,Total,white,147,16,74,0,122,38,2992.5
163.tif,Total,white,417,148,392,119,47,59,1827.5
358.tif,Total,white,295,561,273,545,41,30,974.5
358.tif,Total,white,196,428,180,416,33,26,571.0
358.tif,Total,white,207,389,197,384,21,12,199.0
358.tif,Total,white,226,258,210,242,32,31,653.0
358.tif,Total,white,276,283,250,271,58,28,1072.5
358.tif,Total,white,362,367,321,353,81,29,1233.0
358.tif,Total,white,327,411,314,404,26,15,280.0
358.tif,Total,white,526,298,509,287,36,24,638.0
358.tif,Total,white,405,80,383,66,48,30,1022.5
358.tif,Total,white,339,44,322,36,35,16,419.5
358.tif,Total,white,29,79,14,72,30,15,327.0
358.tif,Total,white,53,538,34,530,38,18,496.5
358.tif,Total,white,4,563,0,553,11,22,193.0
358.tif,Total,white,487,497,472,486,29,24,517.0
358.tif,Total,white,405,291,394,284,23,14,227.0
358.tif,Total,white,552,201,528,185,47,36,1100.5
358.tif,Total,black,129,292,83,254,92,77,4470.0
358.tif,Total,black,125,380,83,365,86,29,1971.5
358.tif,Total,black,376,453,317,434,99,38,2129.5
358.tif,Total,black,150,559,104,537,82,38,2045.0
358.tif,Total,black,482,292,461,280,43,27,823.0
358.tif,Total,black,503,381,480,356,49,46,1534.0
358.tif,Total,black,567,81,555,66,20,30,398.0
358.tif,Total,black,160,73,129,48,62,46,1910.5
358.tif,Total,black,194,205,175,192,38,28,835.5
7.tif,Total,white,166,248,143,229,52,37,1224.5
7.tif,Total,white,54,302,31,285,49,35,998.0
7.tif,Total,white,317,514,290,487,55,54,1929.0
7.tif,Total,white,15,10,0,0,35,23,680.5
7.tif,Total,white,416,312,393,286,45,53,1430.5
7.tif,Total,white,466,172,453,150,29,44,884.0
7.tif,Total,white,432,205,399,182,66,49,2193.5
7.tif,Total,white,5,213,0,190,15,43,414.0
7.tif,Total,black,204,515,185,491,40,48,1148.0
7.tif,Total,black,283,544,264,505,42,70,1832.5
7.tif,Total,black,368,148,345,129,51,37,1249.0
7.tif,Total,black,154,117,138,95,34,40,844.5
7.tif,Total,black,567,504,554,479,21,49,600.5
7.tif,Total,black,96,375,77,361,39,32,866.0
83.tif,Total,white,231,304,146,290,158,27,2514.5
83.tif,Total,white,555,500,528,485,47,29,1032.0
83.tif,Total,white,481,526,437,516,87,21,1144.0
83.tif,Total,white,299,474,251,462,105,26,1795.5
83.tif,Total,black,18,263,0,245,46,37,1225.5
83.tif,Total,black,25,286,0,244,70,81,3627.0
83.tif,Total,black,519,65,455,53,120,31,2221.5
83.tif,Total,black,146,378,88,364,129,25,2021.0
83.tif,Total,black,184,468,153,460,67,16,752.0
83.tif,Total,black,299,415,236,405,127,21,1401.5
83.tif,Total,black,8,562,1,550,19,25,279.5
83.tif,Total,black,425,296,378,287,93,20,1261.0
83.tif,Total,black,442,255,420,247,49,16,598.5
134.tif,Total,white,465,224,423,180,79,81,2697.0
134.tif,Total,white,510,493,494,481,32,25,542.5
134.tif,Total,white,470,116,453,105,34,23,591.0
134.tif,Total,white,124,59,113,53,23,14,232.5
134.tif,Total,white,140,304,129,297,22,16,246.0
134.tif,Total,white,68,509,61,499,18,22,299.5
134.tif,Total,white,26,486,11,475,31,24,539.5
134.tif,Total,white,377,569,365,563,22,12,212.5
134.tif,Total,white,549,568,535,560,26,15,245.5
134.tif,Total,white,294,196,284,191,20,12,159.5
134.tif,Total,black,542,228,506,189,69,76,3872.0
134.tif,Total,black,235,297,203,268,62,54,1864.0
95.tif,Total,black,153,75,78,0,171,162,12799.0
95.tif,Total,black,365,23,319,0,115,65,4297.5
95.tif,Total,white,25,122,0,58,59,151,6782.5
122.tif,Total,white,329,321,308,299,46,48,1724.0
122.tif,Total,black,136,51,103,21,67,60,2192.5
122.tif,Total,black,429,337,407,303,49,73,2293.5
122.tif,Total,black,498,448,473,420,48,59,1342.0
122.tif,Total,black,74,177,55,163,41,32,961.5
122.tif,Total,black,398,80,371,59,58,47,1781.5
122.tif,Total,black,26,554,0,513,66,62,2417.0
319.tif,Total,white,25,135,6,114,38,42,1141.5
319.tif,Total,white,325,90,286,57,75,66,3854.5
319.tif,Total,white,349,291,340,282,18,18,277.5
319.tif,Total,white,222,358,203,323,43,69,2255.0
319.tif,Total,white,455,354,443,343,24,24,416.5
319.tif,Total,white,265,387,256,377,19,20,276.0
319.tif,Total,white,123,498,103,478,39,39,1171.5
319.tif,Total,white,244,474,230,460,23,26,342.5
319.tif,Total,white,446,448,440,441,13,15,150.5
319.tif,Total,white,414,552,394,524,40,51,1094.5
319.tif,Total,white,540,534,529,526,23,18,311.0
319.tif,Total,black,283,164,254,129,59,71,2898.0
319.tif,Total,black,110,149,83,112,58,74,2911.0
319.tif,Total,black,560,365,542,275,33,184,4437.5
319.tif,Total,black,538,71,507,38,59,67,2765.5
319.tif,Total,black,140,324,110,282,67,83,2978.5
319.tif,Total,black,368,488,346,471,47,35,1186.5
319.tif,Total,black,510,217,478,167,61,98,3751.5
319.tif,Total,black,497,546,471,524,50,49,1651.5
319.tif,Total,black,356,363,326,334,67,63,3040.5
175.tif,Total,white,67,163,49,145,40,40,1103.0
175.tif,Total,white,559,327,540,310,35,39,1049.0
175.tif,Total,white,443,528,427,510,32,36,839.5
175.tif,Total,black,23,271,0,196,64,135,4811.5
175.tif,Total,black,265,176,221,137,74,85,3236.5
175.tif,Total,black,408,69,391,57,35,27,642.5
175.tif,Total,black,292,406,258,374,65,63,1655.0
175.tif,Total,black,442,308,419,291,43,37,1084.5
362.tif,Total,white,343,68,309,25,67,91,4144.0
362.tif,Total,black,314,457,291,435,42,41,1014.5
362.tif,Total,black,253,553,228,521,51,54,1612.5
362.tif,Total,black,35,496,19,472,34,47,1078.0
362.tif,Total,black,7,291,0,257,20,60,705.0
362.tif,Total,black,91,110,77,70,30,77,1583.0
362.tif,Total,black,105,357,65,318,82,81,3232.0
362.tif,Total,black,483,57,443,0,76,105,3044.0
362.tif,Total,black,21,182,0,159,44,44,1312.0
362.tif,Total,black,552,341,525,308,50,66,2204.0
362.tif,Total,black,166,108,148,84,38,49,1112.5
227.tif,Total,white,170,275,151,247,43,54,1391.5
227.tif,Total,white,279,133,268,122,25,25,508.5
227.tif,Total,white,66,201,52,177,25,46,713.0
227.tif,Total,white,103,154,78,122,46,65,1774.0
227.tif,Total,white,323,519,289,500,63,42,1759.0
227.tif,Total,white,372,507,361,494,23,25,391.0
227.tif,Total,white,383,245,365,220,37,48,839.0
227.tif,Total,white,488,365,480,359,17,12,145.0
227.tif,Total,white,366,273,348,241,34,56,778.0
227.tif,Total,black,241,471,213,415,61,115,4049.0
227.tif,Total,black,513,514,492,475,40,77,1901.5
227.tif,Total,black,449,142,416,110,68,68,3573.5
56.tif,Total,white,404,241,371,212,66,62,2109.5
56.tif,Total,black,170,283,149,252,49,63,2165.0
56.tif,Total,black,186,205,165,173,41,71,1900.0
56.tif,Total,black,272,472,254,458,35,28,700.5
56.tif,Total,black,369,440,347,422,49,41,1363.5
56.tif,Total,white,435,345,412,328,41,35,658.0
56.tif,Total,white,221,54,206,44,30,23,406.0
56.tif,Total,white,263,305,254,291,20,26,360.0
335.tif,Total,white,340,133,322,111,36,43,1155.0
335.tif,Total,white,526,93,510,71,34,42,1040.0
335.tif,Total,white,398,128,372,98,60,61,2510.5
335.tif,Total,white,447,269,439,253,17,35,429.5
335.tif,Total,white,459,306,443,287,30,39,800.5
335.tif,Total,white,511,441,499,428,25,28,485.5
335.tif,Total,white,218,487,208,478,21,19,274.0
335.tif,Total,white,72,434,59,418,27,31,511.0
335.tif,Total,white,75,17,56,0,41,40,889.5
335.tif,Total,black,460,108,443,75,36,64,1663.0
335.tif,Total,black,389,297,375,273,28,48,913.0
335.tif,Total,black,563,565,545,549,30,26,473.0
335.tif,Total,black,497,263,480,236,37,55,1500.0
335.tif,Total,black,124,34,112,22,27,24,466.5
335.tif,Total,black,258,55,246,40,26,31,592.5
335.tif,Total,black,370,416,346,391,47,47,1474.0
270.tif,Total,white,500,363,487,349,28,29,645.0
270.tif,Total,white,566,491,555,471,20,43,660.0
270.tif,Total,white,335,567,328,558,15,17,197.0
270.tif,Total,white,322,546,312,532,21,27,422.0
270.tif,Total,white,302,532,293,522,19,22,315.0
270.tif,Total,white,504,258,492,243,26,29,546.5
270.tif,Total,white,360,16,347,0,23,33,429.0
270.tif,Total,white,452,46,447,37,12,19,177.0
270.tif,Total,white,479,31,473,22,13,18,176.5
270.tif,Total,white,480,134,475,126,12,16,134.5
270.tif,Total,white,276,555,269,546,14,18,178.5
270.tif,Total,black,435,373,416,350,39,54,1097.5
270.tif,Total,black,287,287,0,0,575,575,329642.5
270.tif,Total,black,541,121,522,85,43,61,924.0
270.tif,Total,black,552,222,536,203,29,40,681.0
270.tif,Total,black,531,528,518,519,30,19,338.5
270.tif,Total,black,402,436,392,421,23,30,296.0
270.tif,Total,black,408,486,388,464,37,49,508.5
270.tif,Total,white,474,240,465,227,20,25,316.0
159.tif,Total,white,26,191,0,96,66,181,8476.5
159.tif,Total,black,347,193,300,128,94,139,8555.0
289.tif,Total,white,301,347,265,256,65,178,6059.0
289.tif,Total,black,448,436,416,401,68,71,3159.5
289.tif,Total,black,122,153,96,119,58,80,1902.5
289.tif,Total,black,35,395,1,321,87,140,4514.5
289.tif,Total,white,261,121,223,82,66,61,775.0
289.tif,Total,black,418,147,397,105,53,81,1062.0
323.tif,Total,white,20,31,0,0,43,68,2604.0
323.tif,Total,white,412,228,362,195,100,61,3058.0
323.tif,Total,white,548,533,516,502,59,70,3198.0
323.tif,Total,white,393,441,356,418,78,47,2154.0
323.tif,Total,white,67,398,1,353,140,86,7354.0
323.tif,Total,black,366,525,301,489,146,71,6121.0
323.tif,Total,black,246,566,184,548,122,27,1767.5
323.tif,Total,black,241,317,191,272,109,95,5183.0
266.tif,Total,white,197,97,172,87,51,18,504.0
266.tif,Total,white,230,288,212,280,42,14,274.5
266.tif,Total,white,398,245,372,238,50,14,331.0
266.tif,Total,white,86,20,74,12,25,17,300.0
266.tif,Total,white,80,462,70,456,26,13,260.0
266.tif,Total,white,496,313,488,308,17,11,97.0
266.tif,Total,white,389,299,385,296,9,6,24.5
266.tif,Total,white,379,203,368,200,21,7,80.0
266.tif,Total,white,211,238,205,233,15,11,102.5
266.tif,Total,black,304,82,270,67,68,32,1312.0
266.tif,Total,black,550,184,516,161,59,47,1864.5
266.tif,Total,black,122,95,97,78,51,33,1056.0
266.tif,Total,black,194,460,168,444,54,35,1248.0
266.tif,Total,black,142,559,118,538,55,37,1434.0
266.tif,Total,black,285,540,264,524,40,36,1026.0
266.tif,Total,black,561,413,546,403,29,23,464.0
266.tif,Total,black,18,372,0,357,42,33,877.0
266.tif,Total,black,368,324,356,319,21,12,84.0
266.tif,Total,black,257,322,250,316,16,12,90.0
266.tif,Total,black,4,213,1,202,9,31,128.5
17.tif,Total,white,551,529,538,498,30,65,1451.5
17.tif,Total,white,453,485,436,471,35,32,801.5
17.tif,Total,white,93,503,79,484,31,40,827.5
17.tif,Total,white,80,69,66,51,30,36,757.5
17.tif,Total,white,76,217,59,198,37,37,877.0
17.tif,Total,white,523,433,514,411,20,44,632.5
17.tif,Total,white,314,411,306,394,17,31,348.5
17.tif,Total,black,208,153,174,115,73,80,3104.0
17.tif,Total,black,401,281,376,260,52,44,1395.5
17.tif,Total,black,350,97,327,56,51,77,2101.0
17.tif,Total,black,265,496,232,446,83,86,2738.0
17.tif,Total,black,164,328,112,270,112,100,2758.5
17.tif,Total,black,391,443,358,365,70,157,3574.0
17.tif,Total,black,369,214,335,194,59,46,1497.0
17.tif,Total,black,414,25,399,0,32,51,1122.0
17.tif,Total,black,237,66,219,49,40,35,957.5
374.tif,Total,white,450,431,417,407,60,52,1969.0
374.tif,Total,white,275,547,240,517,71,58,2506.0
374.tif,Total,white,405,557,378,536,65,39,1331.0
374.tif,Total,black,306,32,271,4,69,60,2587.0
374.tif,Total,black,553,419,519,394,56,70,1805.0
374.tif,Total,black,123,538,84,499,84,76,4197.0
374.tif,Total,black,225,428,201,416,49,26,914.5
374.tif,Total,white,23,230,11,219,25,23,409.5
374.tif,Total,white,289,251,263,231,49,37,994.0
374.tif,Total,black,465,557,435,533,57,42,1542.5
374.tif,Total,black,568,274,558,256,17,39,450.0
374.tif,Total,black,245,458,222,443,52,28,962.0
231.tif,Total,black,282,338,258,320,47,38,1129.5
231.tif,Total,black,416,283,385,263,60,41,1629.0
231.tif,Total,black,213,497,188,482,50,33,1164.0
231.tif,Total,black,185,414,170,389,32,50,1042.5
231.tif,Total,black,248,402,227,390,40,24,685.0
231.tif,Total,black,155,299,128,285,52,30,1128.5
231.tif,Total,black,19,128,0,96,48,77,2341.0
231.tif,Total,black,529,184,498,163,60,46,1786.0
231.tif,Total,black,344,24,318,6,53,38,1434.0
231.tif,Total,black,206,36,182,16,51,42,1651.5
231.tif,Total,black,501,321,480,303,38,41,1126.0
231.tif,Total,black,570,441,563,427,12,32,258.0
231.tif,Total,white,394,457,378,421,31,77,1548.0
231.tif,Total,white,516,396,502,374,28,46,917.5
231.tif,Total,white,401,168,382,151,38,32,876.5
231.tif,Total,white,12,481,0,458,26,43,782.0
118.tif,Total,white,560,278,534,236,41,77,1924.5
118.tif,Total,black,176,139,137,93,81,100,4741.5
118.tif,Total,black,418,554,386,525,62,50,2207.5
118.tif,Total,white,342,550,298,516,75,59,3048.0
180.tif,Total,white,126,79,111,56,32,50,1064.0
180.tif,Total,white,245,213,221,186,46,48,1362.0
180.tif,Total,white,475,105,465,95,21,22,345.5
180.tif,Total,white,315,519,278,444,76,131,5280.5
180.tif,Total,white,402,325,381,300,40,54,1470.5
180.tif,Total,black,185,457,128,412,106,92,5382.0
180.tif,Total,black,48,124,14,66,75,123,6331.5
180.tif,Total,black,309,63,286,30,52,67,2156.0
180.tif,Total,black,543,179,495,83,80,196,11460.5
180.tif,Total,black,237,295,191,240,94,118,6527.0
37.tif,Total,white,352,310,315,281,70,60,2237.0
37.tif,Total,white,66,546,35,511,62,64,1948.0
37.tif,Total,white,556,32,531,9,44,41,1184.0
37.tif,Total,white,403,160,391,147,23,29,492.5
37.tif,Total,white,407,125,390,114,33,22,530.0
37.tif,Total,white,561,562,540,538,35,37,731.0
37.tif,Total,black,380,21,361,0,33,52,1125.0
37.tif,Total,black,564,408,550,398,25,21,392.0
37.tif,Total,black,188,546,170,524,38,44,1110.5
37.tif,Total,black,40,309,28,284,29,47,770.0
37.tif,Total,black,480,298,465,282,29,28,512.5
37.tif,Total,black,259,551,241,525,37,50,1308.0
246.tif,Total,white,245,337,220,311,49,50,2025.0
246.tif,Total,white,565,68,551,42,24,68,1023.0
246.tif,Total,black,198,428,174,416,44,23,737.0
246.tif,Total,black,339,11,327,0,30,28,563.5
246.tif,Total,black,273,535,240,507,65,54,1823.5
246.tif,Total,black,347,235,336,226,31,18,292.5
246.tif,Total,black,394,481,376,445,40,69,1309.5
246.tif,Total,black,484,328,463,309,34,43,474.5
246.tif,Total,black,528,309,518,302,21,17,223.5
246.tif,Total,black,374,564,357,552,39,23,480.5
246.tif,Total,black,292,63,276,54,33,18,304.5
246.tif,Total,black,122,344,115,331,15,26,277.0
246.tif,Total,black,64,450,57,441,14,20,218.0
246.tif,Total,black,64,399,53,384,22,24,264.0
246.tif,Total,black,218,143,199,135,41,17,443.5
246.tif,Total,black,270,166,261,142,21,50,675.5
246.tif,Total,black,368,108,348,80,33,59,850.0
303.tif,Total,white,260,168,216,147,97,42,2482.5
303.tif,Total,white,404,458,358,446,94,28,1767.0
303.tif,Total,white,343,96,326,81,30,31,498.0
303.tif,Total,black,564,450,542,424,33,46,742.5
303.tif,Total,black,52,533,34,507,32,49,989.0
303.tif,Total,black,490,433,448,401,92,74,4052.5
303.tif,Total,black,249,89,208,71,91,40,2249.0
138.tif,Total,white,178,366,152,344,56,47,1765.5
138.tif,Total,white,300,494,275,477,49,40,1402.5
138.tif,Total,white,233,304,221,287,25,34,623.0
138.tif,Total,white,395,393,375,382,41,24,689.0
138.tif,Total,white,438,524,424,509,27,32,643.5
138.tif,Total,black,372,515,352,482,41,57,1513.5
138.tif,Total,black,9,422,0,390,24,63,1121.5
138.tif,Total,white,350,251,340,240,21,21,320.0
138.tif,Total,white,240,121,230,111,22,22,346.0
138.tif,Total,white,92,64,83,54,18,21,309.5
138.tif,Total,white,162,523,147,510,32,30,697.0
138.tif,Total,white,100,546,88,538,24,19,330.0
138.tif,Total,white,55,436,42,421,27,31,568.5
60.tif,Total,white,519,432,502,416,35,35,674.0
60.tif,Total,white,241,286,228,268,27,36,623.5
60.tif,Total,white,293,113,276,102,31,24,372.0
60.tif,Total,white,267,169,254,160,26,20,284.0
60.tif,Total,white,154,442,145,435,16,13,99.5
211.tif,Total,white,129,399,116,392,24,16,301.5
211.tif,Total,white,187,486,172,474,32,24,489.5
211.tif,Total,white,122,460,112,453,21,17,269.5
211.tif,Total,white,178,562,169,549,20,26,419.0
211.tif,Total,white,360,413,350,403,22,21,332.5
211.tif,Total,white,374,352,345,337,52,30,955.5
211.tif,Total,white,432,114,421,101,21,25,390.0
211.tif,Total,white,65,57,45,39,42,35,1162.5
211.tif,Total,white,539,62,522,50,40,25,699.0
211.tif,Total,white,461,36,440,22,40,30,827.0
211.tif,Total,white,342,234,326,224,31,22,436.5
211.tif,Total,white,61,408,49,397,25,23,418.5
211.tif,Total,white,12,422,0,407,30,29,461.5
211.tif,Total,white,372,570,363,564,19,11,152.0
211.tif,Total,black,286,405,264,388,48,37,1166.0
211.tif,Total,black,450,430,427,407,45,47,1349.5
211.tif,Total,black,545,301,531,287,28,28,533.0
211.tif,Total,black,353,25,327,0,58,62,2579.0
211.tif,Total,black,13,241,0,218,30,46,978.5
211.tif,Total,black,342,43,308,0,76,101,3634.5
211.tif,Total,black,469,562,447,544,45,31,1024.5
211.tif,Total,black,420,313,409,285,22,55,731.0
354.tif,Total,black,406,242,371,210,75,65,2778.0
354.tif,Total,black,254,380,235,349,36,53,1107.5
354.tif,Total,black,552,281,524,247,51,66,2018.5
354.tif,Total,black,555,213,532,187,43,52,1222.5
354.tif,Total,black,405,177,381,153,49,47,1448.5
354.tif,Total,black,361,9,344,0,37,23,634.5
354.tif,Total,black,142,132,130,111,26,41,789.0
354.tif,Total,black,245,270,227,249,34,38,845.5
354.tif,Total,black,40,434,25,420,31,31,682.0
354.tif,Total,black,465,488,449,468,34,42,952.0
354.tif,Total,black,200,564,179,550,40,25,755.0
354.tif,Total,black,395,562,379,547,32,28,692.0
354.tif,Total,black,516,563,489,547,46,28,846.5
354.tif,Total,black,365,416,352,392,28,47,931.5
354.tif,Total,black,214,23,194,0,37,50,1045.5
